source_id,source_name,author,title,description,human_label,text,url,publishedAt,content,category,vader_compound,vader_label,vader_conf,bert_label,bert_conf,vader_score,bert_score
,CNET,Katelyn Chedraoui,Google Announces New Veo 3 AI Video Model Amid Sora Hype,Veo 3 quickly gained popularity as the first AI video generator to include audio. Veo 3.1 has upgrades to help it compete with other AIs.,positive,Google Announces New Veo 3 AI Video Model Amid Sora Hype — Veo 3 quickly gained popularity as the first AI video generator to include audio. Veo 3.1 has upgrades to help it compete with other AIs.,https://www.cnet.com/tech/services-and-software/google-announces-new-veo-3-ai-video-model-amid-sora-hype/,2025-10-15 17:35:00+00:00,"Google wants you to take a break from OpenAI's Sora and try out its new AI video model. The newest version of its flagship AI video generator is here, named Veo 3.1, the company announced Wednesday. … [+2273 chars]",Tech,0.8126,positive,0.8126,positive,0.9873331785,1,1
,CNET,Blake Stimac,Instagram Gets New Generative AI Features. What to Know and How to Use Them,You can now tweak your Instagram Stories with more AI video and photo restyling effects.,positive,Instagram Gets New Generative AI Features. What to Know and How to Use Them — You can now tweak your Instagram Stories with more AI video and photo restyling effects.,https://www.cnet.com/news/social-media/instagram-gets-new-generative-ai-features-what-to-know-and-how-to-use-them/,2025-10-23 21:21:19+00:00,"Instagram Stories just got an upgrade. According to an announcement on Thursday, you'll be able to edit your Stories in a handful of different ways using generative artificial intelligence. While the… [+1472 chars]",Tech,0,neutral,0,negative,0.9869978428,0,-1
,CNET,Imad Khan,"AI Is Eating the Internet, but Many Are Hopeful Human-Made Content Will Win Out","Publishers, including CNET's owner, are taking a wide range of approaches to try to make it through AI's changes.",negative,"AI Is Eating the Internet, but Many Are Hopeful Human-Made Content Will Win Out — Publishers, including CNET's owner, are taking a wide range of approaches to try to make it through AI's changes.",https://www.cnet.com/tech/services-and-software/ai-is-eating-the-internet-but-many-are-hopeful-human-made-content-will-win-out/,2025-10-11 13:05:02+00:00,"With AI encroaching on all corners of the internet, from bogus articles to Instagram Reels, there's concern that human-made content is under threat, and as a result, so are the film, music and publis… [+4045 chars]",Tech,0.8922,positive,0.8922,positive,0.9983918071,1,1
,CNET,Abrar Al-Heeti,Waymo's Robotaxis Are Heading to London. Everything to Know About the Self-Driving Service,This is the first European city on Waymo's roster. Here's everywhere the robotaxis drive now and where they're heading soon.,positive,Waymo's Robotaxis Are Heading to London. Everything to Know About the Self-Driving Service — This is the first European city on Waymo's roster. Here's everywhere the robotaxis drive now and where they're heading soon.,https://www.cnet.com/roadshow/news/waymos-robotaxis-are-heading-to-london-everything-to-know-about-the-self-driving-service/,2025-10-15 09:00:04+00:00,"Self-driving cars are slowly becoming less sci-fi and more real-world as companies like Waymo, the autonomous arm of Google's parent, Alphabet, expand into more cities. And now, Waymo is heading to E… [+17492 chars]",Tech,0,neutral,0,positive,0.9858465791,0,1
,CNET,Stephanie Barnes,Fix Wi-Fi Dead Spots: How to Get Internet Throughout Your Home,"Struggling to get Wi-Fi coverage in certain areas and rooms? Try these simple, expert-approved tricks to troubleshoot and resolve internet dead zones in your home.",neutral,"Fix Wi-Fi Dead Spots: How to Get Internet Throughout Your Home — Struggling to get Wi-Fi coverage in certain areas and rooms? Try these simple, expert-approved tricks to troubleshoot and resolve internet dead zones in your home.",https://www.cnet.com/home/internet/fix-wi-fi-dead-spots-how-to-get-internet-throughout-your-home/,2025-10-23 23:30:00+00:00,"You're using your laptop, tablet or phone, and it drops the Wi-Fi signal when you move to some areas of your home. Sound familiar? There's an explanation; it's likely a Wi-Fi dead spot. Every home ha… [+10455 chars]",Tech,-0.8126,negative,0.8126,negative,0.9974805713,-1,-1
,CNET,Macy Meyer,OpenAI Is Launching an AI Web Browser Called ChatGPT Atlas,The browser is expected to be available just for MacOS users at first.,positive,OpenAI Is Launching an AI Web Browser Called ChatGPT Atlas — The browser is expected to be available just for MacOS users at first.,https://www.cnet.com/tech/services-and-software/openai-is-launching-an-ai-web-browser-called-chatgpt-atlas/,2025-10-21 17:01:02+00:00,"OpenAI is releasing a generative AI-powered web browser, which marks a big step in the company's expansion beyond its ChatGPT chatbot platform. The browser, announced Tuesday, integrates ChatGPT's ca… [+1016 chars]",Tech,0,neutral,0,negative,0.9963459373,0,-1
,CNET,Jon Reed,OpenAI Plans to Allow Erotica and Change Mental Health Restrictions for Adult Users,"Sam Altman said the company plans to treat ""adult users like adults"" while maintaining precautions for teenagers.",positive,"OpenAI Plans to Allow Erotica and Change Mental Health Restrictions for Adult Users — Sam Altman said the company plans to treat ""adult users like adults"" while maintaining precautions for teenagers.",https://www.cnet.com/tech/services-and-software/openai-plans-to-allow-erotica-and-change-mental-health-restrictions-for-adult-users/,2025-10-15 20:51:20+00:00,"ChatGPT is treading cautiously right now, but the chatbot may become more risqué by the end of the year.
In recent weeks, the generative AI chatbot has been operating under somewhat stringent limita… [+2962 chars]",Tech,0.7269,positive,0.7269,negative,0.9780646563,1,-1
,CNET,Blake Stimac,I Tried Making a Halloween Events Calendar by Vibe Coding With AI. Here's What Happened,My first attempt at vibe coding was both frustrating and impressive at the same time.,positive,I Tried Making a Halloween Events Calendar by Vibe Coding With AI. Here's What Happened — My first attempt at vibe coding was both frustrating and impressive at the same time.,https://www.cnet.com/tech/services-and-software/i-tried-making-a-halloween-events-calendar-by-vibe-coding-with-ai-heres-what-happened/,2025-10-27 19:26:27+00:00,"I'd always believed that if I started to learn how to code when I was younger, I'd probably be pretty good at it and could have even made a career out of it if I wanted. That's not what happened, and… [+6549 chars]",Tech,0.1027,positive,0.1027,positive,0.996309936,1,1
,CNET,Katelyn Chedraoui,"Create the Perfect AI Image: Image Generator Tips for OpenAI, Google and Canva","Choosing an AI image generator is hard enough, let alone knowing how to get the perfect image out of your words. Here are my tips for using OpenAI's Dall-E, Canva and Google's nano banana.",positive,"Create the Perfect AI Image: Image Generator Tips for OpenAI, Google and Canva — Choosing an AI image generator is hard enough, let alone knowing how to get the perfect image out of your words. Here are my tips for using OpenAI's Dall-E, Canva and Google's nano banana.",https://www.cnet.com/tech/services-and-software/create-the-perfect-ai-image-image-generator-tips-for-openai-google-and-canva/,2025-10-22 11:00:09+00:00,"For a few years now, artificial intelligence image generation has gone from a decent and fun experiment of the technology to an almost essential tool for work, play and everything in between. Not onl… [+8023 chars]",Tech,0.7964,positive,0.7964,negative,0.9910385609,1,-1
,CNET,Alex Valdes,I Didn't Snap This Photo at a Coffee Shop — Microsoft's New AI Tool Created It,The company introduces a new AI image generator as it tries to bring more of its AI development in-house.,positive,I Didn't Snap This Photo at a Coffee Shop — Microsoft's New AI Tool Created It — The company introduces a new AI image generator as it tries to bring more of its AI development in-house.,https://www.cnet.com/tech/services-and-software/i-didnt-snap-this-photo-at-a-coffee-shop-microsofts-new-ai-tool-created-it/,2025-10-14 20:02:34+00:00,"That photo above? I didn't take it while writing this article in a coffee shop. I created it sitting at my home office desk, using Microsoft's new AI image generator, MAI-Image-1.
In AI vocabulary, … [+2730 chars]",Tech,0.25,positive,0.25,negative,0.986131072,1,-1
,CNET,Aaron Pruner,Tron: Ares' Review: Possibly the Best 'Tron' Movie Ever Made,You probably should see it in IMAX.,neutral,Tron: Ares' Review: Possibly the Best 'Tron' Movie Ever Made — You probably should see it in IMAX.,https://www.cnet.com/tech/services-and-software/tron-ares-review-possibly-the-best-tron-movie-ever-made/,2025-10-07 17:41:00+00:00,"It's been a decade and a half since audiences have visited the Grid. That all changes Friday, when Tron: Ares hits theaters. The movie stars Jared Leto as a Program named Ares who is sent on a missio… [+5580 chars]",Tech,0.6369,positive,0.6369,positive,0.9997852445,1,1
,CNET,Katie Collins,"A TV Stunt Posed the Right Questions About AI and Jobs, and Failed to Answer Any","Commentary: An episode of the documentary series Dispatches – called Will AI Take My Job? – captures where we stand with AI, in a most uncomfortable way.",negative,"A TV Stunt Posed the Right Questions About AI and Jobs, and Failed to Answer Any — Commentary: An episode of the documentary series Dispatches – called Will AI Take My Job? – captures where we stand with AI, in a most uncomfortable way.",https://www.cnet.com/tech/services-and-software/a-tv-stunt-posed-the-right-questions-about-ai-and-jobs-and-failed-to-answer-any/,2025-10-28 15:13:29+00:00,"By the time I sat down to watch, the twist had already been spoiled for me. I knew from the get-go that the woman presenting the show wasn't real. Instead, she was AI dressed in a smart suit with a p… [+5648 chars]",Tech,-0.7346,negative,0.7346,negative,0.9997398257,-1,-1
,CNET,Imad Khan,Slack Is Transforming Slackbot Into an AI Assistant,Enhancements will make the simple bot act more like an AI chatbot.,positive,Slack Is Transforming Slackbot Into an AI Assistant — Enhancements will make the simple bot act more like an AI chatbot.,https://www.cnet.com/tech/services-and-software/slack-is-transforming-slackbot-into-an-ai-assistant/,2025-10-13 23:30:00+00:00,"Slackbot, the assistant within the team communication platform Slack, is getting AI enhancements and integrations with other AI chatbots to become more agentic, Slack said in a presentation at Dreamf… [+1475 chars]",Tech,0.4201,positive,0.4201,negative,0.9980617166,1,-1
,CNET,Blake Stimac,Should AI Superintelligence Research Continue? Why These Public Figures Want a Pause,"The new statement has signed by the godfathers of AI, Steve Wozniak and more.",negative,"Should AI Superintelligence Research Continue? Why These Public Figures Want a Pause — The new statement has signed by the godfathers of AI, Steve Wozniak and more.",https://www.cnet.com/tech/services-and-software/should-ai-superintelligence-research-continue-why-these-public-figures-want-a-pause/,2025-10-29 20:57:09+00:00,"The rapid pace in AI development has raised many eyebrows as big tech companies like Google, Grok, Meta and OpenAI race to create the smartest models at breakneck speed. While the benefits of what AI… [+1858 chars]",Tech,0.0772,positive,0.0772,negative,0.9970136881,1,-1
,CNET,Jon Reed,"Character.AI to Teens: Sorry, No More Open-Ended Chats With AI Companions","Those under 18 will still be able to access AI-generated content with their favorite characters, but not free-wheeling conversations.",negative,"Character.AI to Teens: Sorry, No More Open-Ended Chats With AI Companions — Those under 18 will still be able to access AI-generated content with their favorite characters, but not free-wheeling conversations.",https://www.cnet.com/tech/services-and-software/character-ai-to-teens-sorry-no-more-open-ended-chats-with-ai-companions/,2025-10-29 13:00:00+00:00,The AI companion chatbot company Character.AI will soon have an adults-only policy for open-ended conversations with AI characters. Teens who use the app will start facing restrictions: They'll still… [+4721 chars],Tech,0.0644,positive,0.0644,negative,0.9934815168,1,-1
,CNET,David Lumb,"Agentic AI Is Here to Improve Your Life, You Just Have to Believe in It","AI agents will soon change how we use our devices, Qualcomm says, but only if you ditch typing and tapping to ask AI instead.",positive,"Agentic AI Is Here to Improve Your Life, You Just Have to Believe in It — AI agents will soon change how we use our devices, Qualcomm says, but only if you ditch typing and tapping to ask AI instead.",https://www.cnet.com/tech/mobile/agentic-ai-is-here-to-improve-your-life-you-just-have-to-believe-in-it/,2025-10-17 20:16:00+00:00,"The way we use our phones and computers will change thanks to the onset of artificial intelligence -- or at least, that's what we've been hearing for years. Instead of tapping on apps and clicking on… [+9561 chars]",Tech,0.2382,positive,0.2382,negative,0.7152045965,1,-1
,CNET,Katelyn Chedraoui,No Invite? No Problem. You Can Now Join Sora Without an Access Code in the US,"Anyone in the US, Canada, Japan or South Korea can start scrolling and creating on the AI-generated video app ... for now, at least.",positive,"No Invite? No Problem. You Can Now Join Sora Without an Access Code in the US — Anyone in the US, Canada, Japan or South Korea can start scrolling and creating on the AI-generated video app ... for now, at least.",https://www.cnet.com/tech/services-and-software/no-invite-no-problem-you-can-now-join-sora-without-an-access-code-in-the-us/,2025-10-30 14:30:00+00:00,"OpenAI's new Sora app takes AI and social media to a whole new level. The creators of ChatGPT have decided to launch a social media platform where every video is AI-generated -- no ads, no influencer… [+3259 chars]",Tech,-0.2732,negative,0.2732,negative,0.996378839,-1,-1
,CNET,Jon Reed,OpenAI Will Loosen ChatGPT's Mental Health Guardrails and Allow Erotica for Adult Users,Sam Altman said the company will ease limits for adults after rolling out age verification.,positive,OpenAI Will Loosen ChatGPT's Mental Health Guardrails and Allow Erotica for Adult Users — Sam Altman said the company will ease limits for adults after rolling out age verification.,https://www.cnet.com/tech/services-and-software/openai-will-loosen-chatgpts-mental-health-guardrails-and-allow-erotica-for-adult-users/,2025-10-14 19:41:12+00:00,"ChatGPT is treading cautiously right now, but the chatbot may become more risqué by the end of the year.
In recent weeks, the generative AI chatbot has been operating under somewhat stringent limita… [+2526 chars]",Tech,0.5267,positive,0.5267,positive,0.960072577,1,1
,CNET,Imad Khan,OpenAI Partners With Broadcom To Deploy Custom AI Chips,OpenAI says developing its own chips will let the company use what it learned developing frontier AI models.,positive,OpenAI Partners With Broadcom To Deploy Custom AI Chips — OpenAI says developing its own chips will let the company use what it learned developing frontier AI models.,https://www.cnet.com/tech/services-and-software/openai-partners-with-broadcom-to-deploy-custom-ai-chips/,2025-10-13 21:05:42+00:00,"OpenAI is collaborating with chip maker Broadcom to develop and deploy newly designed AI chips, the companies said in blog posts on Monday. 
Don't miss any of our unbiased tech content and lab-based… [+3100 chars]",Tech,0,neutral,0,negative,0.8213169575,0,-1
,CNET,Jon Reed,New California Law Wants Companion Chatbots to Tell Kids to Take Breaks,Gov. Gavin Newsom signed the new requirements on AI companions into law on Monday.,negative,New California Law Wants Companion Chatbots to Tell Kids to Take Breaks — Gov. Gavin Newsom signed the new requirements on AI companions into law on Monday.,https://www.cnet.com/tech/services-and-software/new-california-law-wants-companion-chatbots-to-tell-kids-to-take-breaks/,2025-10-13 20:54:27+00:00,"AI companion chatbots will have to remind users in California that they're not human under a new law signed Monday by Gov. Gavin Newsom.
The law, SB 243, also requires companion chatbot companies to… [+2928 chars]",Tech,0,neutral,0,negative,0.915307343,0,-1
,CNET,Katelyn Chedraoui,"If You Want Better AI Images, You Need to Use These Key Ingredients in Your Prompt",Writing a prompt to create an AI image isn't hard but you need to know the right things to include.,positive,"If You Want Better AI Images, You Need to Use These Key Ingredients in Your Prompt — Writing a prompt to create an AI image isn't hard but you need to know the right things to include.",https://www.cnet.com/tech/services-and-software/if-you-want-better-ai-images-you-need-to-use-these-key-ingredients-in-your-prompt/,2025-10-07 15:49:16+00:00,AI image generators promise to help you bring the artistic vision you have in your head alive on your screen. These programs are pretty capable but if you've ever used one you know they aren't perfec… [+7158 chars],Tech,0.4211,positive,0.4211,negative,0.9407457113,1,-1
,CNET,Omar Gallaga,Microsoft's Push Into Agentic AI Begins With 'Hey Copilot' Voice Assistant in Windows 11,Microsoft says Copilot will be an always-listening AI tool in Windows 11 for those who give it permission to function.,positive,Microsoft's Push Into Agentic AI Begins With 'Hey Copilot' Voice Assistant in Windows 11 — Microsoft says Copilot will be an always-listening AI tool in Windows 11 for those who give it permission to function.,https://www.cnet.com/tech/services-and-software/microsofts-push-into-agentic-ai-begins-with-hey-copilot-voice-assistant-in-windows-11/,2025-10-16 19:20:40+00:00,"Microsoft announced Thursday that it's integrating agentic artificial intelligence into Windows 11, making its Copilot AI software more accessible as a voice or text assistant. In a blog post and vid… [+2265 chars]",Tech,0,neutral,0,positive,0.9343528748,0,1
,CNET,Macy Meyer,AI Is Fighting AI When It Comes to Appealing Health Insurance Denials,A North Carolina startup is using AI to create personalized and clinically-backed appeal letters.,positive,AI Is Fighting AI When It Comes to Appealing Health Insurance Denials — A North Carolina startup is using AI to create personalized and clinically-backed appeal letters.,https://www.cnet.com/tech/services-and-software/ai-is-fighting-ai-when-it-comes-to-appealing-health-insurance-denials/,2025-10-19 12:05:02+00:00,"For Neal Shah, the breaking point came during his wife's cancer treatment.  
He remembers being overwhelmed, surrounded by stacks of hospital bills, denial notices and insurance statements. When he … [+9682 chars]",Tech,-0.1027,negative,0.1027,negative,0.9761816263,-1,-1
,CNET,Katelyn Chedraoui,OpenAI's Sora Is Now the No. 1 Free iPhone App. Get Ready for Lots More AI Slop,"On the bright side: Not everyone will be able to use the popular video app, unlike its sister app ChatGPT.",positive,"OpenAI's Sora Is Now the No. 1 Free iPhone App. Get Ready for Lots More AI Slop — On the bright side: Not everyone will be able to use the popular video app, unlike its sister app ChatGPT.",https://www.cnet.com/tech/services-and-software/openais-sora-is-now-the-no-1-free-iphone-app-get-ready-for-lots-more-ai-slop/,2025-10-03 17:43:11+00:00,"The fanfare for OpenAI's new AI social media app continues this week: Sora is winning the popularity contest in Apple's app store. As of Friday, Oct. 3, Sora outranks its sister app ChatGPT (No. 3) a… [+2363 chars]",Tech,0.8519,positive,0.8519,negative,0.9979000092,1,-1
,Forbes,"Phoebe Liu, Forbes Staff, 
 Phoebe Liu, Forbes Staff
 https://www.forbes.com/sites/phoebeliu/",These Billionaires Have Gotten $450 Billion Richer From Striking AI Infrastructure Deals For Their Own Firms,"These founders, CEOs and investors—from OpenAI, Oracle, Nvidia, AMD and others—keep getting richer while critics condemn their “circular deals.”",positive,"These Billionaires Have Gotten $450 Billion Richer From Striking AI Infrastructure Deals For Their Own Firms — These founders, CEOs and investors—from OpenAI, Oracle, Nvidia, AMD and others—keep getting richer while critics condemn their “circular deals.”",https://www.forbes.com/sites/phoebeliu/2025/10/09/-billionaires-oracle-openai-amd-nvidia-450-billion-richer-ai-infrastructure-deals/,2025-10-09 10:30:00+00:00,"Oracle co-founder, CTO and Executive Chairman Larry Ellison speaks during a news conference with U.S. President Donald Trump in the Roosevelt Room of the White House on January 21, 2025 in Washington… [+7780 chars]",Business,0.4588,positive,0.4588,negative,0.975744009,1,-1
,Forbes,"Janett Haas, Forbes Staff, 
 Janett Haas, Forbes Staff
 https://www.forbes.com/sites/forbes-research/people/janett-haas/",5 Strategic AI Tensions That Define The Future Of The Enterprise,Enterprise AI has evolved from adoption to mastery. Learn how C-suite leaders must navigate five critical tensions — from ROI gaps to cybersecurity risks.,positive,5 Strategic AI Tensions That Define The Future Of The Enterprise — Enterprise AI has evolved from adoption to mastery. Learn how C-suite leaders must navigate five critical tensions — from ROI gaps to cybersecurity risks.,https://www.forbes.com/sites/forbes-research/2025/10/03/ai-maturity-tensions-enterprise-leaders-rethink-strategy/,2025-10-06 13:00:00+00:00,"It is no longer enough to simply adopt artificial intelligence; the new imperative is to master its inherent tensions.
This shift marks a critical transition. AI has graduated from an emerging techn… [+6922 chars]",Business,-0.8316,negative,0.8316,positive,0.9580546618,-1,1
,Forbes,"Jeffrey Marcus, Forbes Staff, 
 Jeffrey Marcus, Forbes Staff
 https://www.forbes.com/sites/careers/",An AI Boom Is Catapulting Markets And Raising Fears A Bubble Is Near,AI investment is driving Wall Street’s biggest rally in years. Forbes’ expert contributors explore whether it's a rising wave or an AI bubble.,negative,An AI Boom Is Catapulting Markets And Raising Fears A Bubble Is Near — AI investment is driving Wall Street’s biggest rally in years. Forbes’ expert contributors explore whether it's a rising wave or an AI bubble.,https://www.forbes.com/sites/jeffreymarcus/2025/10/28/ai-boom-or-ai-bubble/,2025-10-28 10:00:00+00:00,"When bubbles happen, smart people get overexcited about a kernel of truth,"" OpenAI CEO Sam Altman said.
Getty Images
Markets are soaring. Valuations are swelling. And enthusiasm for all things arti… [+4143 chars]",Business,-0.4215,negative,0.4215,positive,0.9933413863,-1,1
,Forbes,"Rashi Shrivastava, Forbes Staff, 
 Rashi Shrivastava, Forbes Staff
 https://www.forbes.com/sites/the-prompt/people/rashishrivastava/",AI Video Startup Synthesia Valued At $4 Billion In New $200 Million Raise,"Alphabet’s venture firm GV is leading the round, which nearly doubles Synthesia’s valuation, per three sources.",positive,"AI Video Startup Synthesia Valued At $4 Billion In New $200 Million Raise — Alphabet’s venture firm GV is leading the round, which nearly doubles Synthesia’s valuation, per three sources.",https://www.forbes.com/sites/rashishrivastava/2025/10/29/ai-video-startup-synthesia-valued-at-4-billion-in-new-200-million-raise/,2025-10-29 14:41:03+00:00,"Synthesia cofounder Victor Riparbelli.
AFP via Getty Images
London-based AI video generation startup Synthesia has closed a funding round that nearly doubles its valuation to $4 billion, three sour… [+1961 chars]",Business,0.4404,positive,0.4404,positive,0.9670954347,1,1
,Forbes,"Thomas Coughlin, Contributor, 
 Thomas Coughlin, Contributor
 https://www.forbes.com/sites/tomcoughlin/",Storage And Memory Price Surges Supporting AI Demand Likely Temporary,"Increased prices for HDDs and memory products could be a short-term trend with a possible correction to more historical growth rates, likely by sometime in 2026.",positive,"Storage And Memory Price Surges Supporting AI Demand Likely Temporary — Increased prices for HDDs and memory products could be a short-term trend with a possible correction to more historical growth rates, likely by sometime in 2026.",https://www.forbes.com/sites/tomcoughlin/2025/10/10/storage-and-memory-price-surges-supporting-ai-demand-likely-temporary/,2025-10-10 17:00:59+00:00,"There have been many reports of increasing prices of digital storage and memory products
 such as hard disk drives, HDDs, solid state drives, SSDs and memory such as DRAM to meet the needs of AI wor… [+5376 chars]",Business,0.749,positive,0.749,negative,0.9953330159,1,-1
,Forbes,"Alexander Puutio, Contributor, 
 Alexander Puutio, Contributor
 https://www.forbes.com/sites/alexanderpuutio/",AlphaSense Just Hit $500m ARR And Is Betting It All On Agentic AI,"MIT found that only 5% of GenAI projects succeed. AlphaSense's recent milestone shows how those who get it right aren’t chasing demos, they’re redefining enterprise AI.",positive,"AlphaSense Just Hit $500m ARR And Is Betting It All On Agentic AI — MIT found that only 5% of GenAI projects succeed. AlphaSense's recent milestone shows how those who get it right aren’t chasing demos, they’re redefining enterprise AI.",https://www.forbes.com/sites/alexanderpuutio/2025/10/08/alphasense-just-hit-500m-arr-and-is-betting-it-all-on-agentic-ai/,2025-10-08 13:30:00+00:00,"Learn how the 5% club is launching AI deployments straight to the stratosphere 
getty
MITs recent State of AI in Business 2025
 report landed like a splash of cold water when it announced that onl… [+9753 chars]",Business,0.4939,positive,0.4939,negative,0.9952121973,1,-1
,Forbes,"Karl Freund, Contributor, 
 Karl Freund, Contributor
 https://www.forbes.com/sites/karlfreund/","Cerebras, Groq And SambaNova Line Up To Compete With Nvidia",These three companies are all delivering rack-scale infrastructure to compete with Nvidia's NVL72 class system for inference.  How do they stack up?,positive,"Cerebras, Groq And SambaNova Line Up To Compete With Nvidia — These three companies are all delivering rack-scale infrastructure to compete with Nvidia's NVL72 class system for inference.  How do they stack up?",https://www.forbes.com/sites/karlfreund/2025/10/21/cerebras-groq-and-sambanova-line-up-to-compete-with-nvidia/,2025-10-21 17:54:29+00:00,"Cerebras Groq and SambaNova Logos
Cerebras Groq and SambaNova
While Nvidia gets most of the press and market volume, there are three startups that have designed custom silicon and rack-scale infras… [+12853 chars]",Business,0,neutral,0,positive,0.9447450638,0,1
,Forbes,"Rachel Wells, Contributor, 
 Rachel Wells, Contributor
 https://www.forbes.com/sites/rachelwells/",3 AI Certifications You Need To Put On Your Resume In 2025,"What AI courses or certificates should you include on your resume? Here are the three certificates that are in demand, and why they matter to employers in 2025.",positive,"3 AI Certifications You Need To Put On Your Resume In 2025 — What AI courses or certificates should you include on your resume? Here are the three certificates that are in demand, and why they matter to employers in 2025.",https://www.forbes.com/sites/rachelwells/2025/10/08/3-ai-certifications-you-need-to-put-on-your-resume-in-2025/,2025-10-08 11:45:35+00:00,"AI fluency is less about learning GenAI basics and more about reimagining workflows and designing team-specific applications and use cases
getty
If youre going to get a job at a forward-thinking or… [+5041 chars]",Business,-0.1027,negative,0.1027,negative,0.9968859553,-1,-1
,Forbes,"Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",OpenAI’s Next Bet: Intel Stock?,"As Nvidia and AMD solidify their roles at the heart of OpenAI’s compute strategy, could Intel -  long seen as an outsider in the AI hardware race - surprise with a similarly large partnership with OpenAI?",positive,"OpenAI’s Next Bet: Intel Stock? — As Nvidia and AMD solidify their roles at the heart of OpenAI’s compute strategy, could Intel -  long seen as an outsider in the AI hardware race - surprise with a similarly large partnership with OpenAI?",https://www.forbes.com/sites/greatspeculations/2025/10/08/openais-next-bet-intel-stock/,2025-10-08 12:46:26+00:00,"OpenAIs push to build next-generation AI supercomputers has triggered an intense competition among chipmakers. Nvidia (NASDAQ:NVDA), the undisputed GPU leader, has pledged as much as $100 billion to … [+5764 chars]",Business,0.3527,positive,0.3527,negative,0.6872242093,1,-1
,Forbes,"Bernard Marr, Contributor, 
 Bernard Marr, Contributor
 https://www.forbes.com/sites/bernardmarr/",The 8 AI Agent Trends For 2026 Everyone Must Be Ready For Now,"AI agents are moving from experimental tools to mainstream powerhouses capable of managing complex work, everyday tasks and strategic decisions.",positive,"The 8 AI Agent Trends For 2026 Everyone Must Be Ready For Now — AI agents are moving from experimental tools to mainstream powerhouses capable of managing complex work, everyday tasks and strategic decisions.",https://www.forbes.com/sites/bernardmarr/2025/10/08/the-8-biggest-ai-agent-trends-for-2026-that-everyone-must-be-ready-for/,2025-10-08 05:33:29+00:00,"AI agents are moving from experimental tools to mainstream powerhouses capable of managing complex work, everyday tasks and strategic decisions. This article explores the eight key trends that will s… [+7417 chars]",Business,0.6249,positive,0.6249,positive,0.9962615371,1,1
,Forbes,"Lance Eliot, Contributor, 
 Lance Eliot, Contributor
 https://www.forbes.com/sites/lanceeliot/",Mira Murati’s Thinking Machines Lab Unveils New AI Tinker Product Which Is Useful But Not A Big-Time Blockbuster,"Famed Mira Murati and her co-founded startup TML released their first-ever product, Tinker. I explain the problem that Tinker aims to solve. And what this means for AI.",positive,"Mira Murati’s Thinking Machines Lab Unveils New AI Tinker Product Which Is Useful But Not A Big-Time Blockbuster — Famed Mira Murati and her co-founded startup TML released their first-ever product, Tinker. I explain the problem that Tinker aims to solve. And what this means for AI.",https://www.forbes.com/sites/lanceeliot/2025/10/03/mira-muratis-thinking-machines-lab-unveils-new-ai-tinker-product-which-is-useful-but-not-a-big-time-blockbuster/,2025-10-03 08:44:24+00:00,"AI startup Thinking Machine Labs releases its first-ever product called Tinker and here's what it's all about.
getty
In todays column, I examine a newly announced AI product and service named Tinke… [+16968 chars]",Business,-0.6827,negative,0.6827,negative,0.9483011961,-1,-1
,Forbes,"John Werner, Contributor, 
 John Werner, Contributor
 https://www.forbes.com/sites/johnwerner/",AI Chips For The Future,"AI transformation depends on specialized chip innovation—power, cooling, cost, and design speed drive the next hardware era.",positive,"AI Chips For The Future — AI transformation depends on specialized chip innovation—power, cooling, cost, and design speed drive the next hardware era.",https://www.forbes.com/sites/johnwerner/2025/10/31/ai-chips-for-the-future/,2025-11-01 01:47:51+00:00,"Microchip and Nvidia logo displayed on a phone screen are seen in this multiple exposure illustration photo taken in Krakow, Poland on April 10, 2023. (Photo by Jakub Porzycki/NurPhoto via Getty Imag… [+8947 chars]",Business,0,neutral,0,positive,0.8807450533,0,1
,Forbes,"Victor Dey, Contributor, 
 Victor Dey, Contributor
 https://www.forbes.com/sites/victordey/",Inside Adobe’s AI Strategy: Can It Outpace Rivals In The Creative AI Race?,"At Adobe Max 2025, the platform announced agentic AI upgrades across its Firefly and GenStudio product suite. But can it dominate the creative AI race?",positive,"Inside Adobe’s AI Strategy: Can It Outpace Rivals In The Creative AI Race? — At Adobe Max 2025, the platform announced agentic AI upgrades across its Firefly and GenStudio product suite. But can it dominate the creative AI race?",https://www.forbes.com/sites/victordey/2025/10/28/inside-adobes-ai-strategy-can-it-outpace-rivals-in-the-creative-ai-race/,2025-10-28 12:00:02+00:00,"Adobe announced agentic AI upgrades across Firefly and GenStudio to power scalable, connected creative and marketing workflows within its ecosystem. (Photo by David Becker/Getty Images)
Getty Images… [+8675 chars]",Business,0.6608,positive,0.6608,negative,0.7027291059,1,-1
